AROKATO;Nom;Etat2001;Dist2001;Longitude;Latitude;Stat_cap;Dist_Cap;Status U/R;Status D;1961;1981;1991;2001;2011
ARR9601906;Bamangram;19;6;88.099686;24.901502;0;0;U;CT;20783;33387;35664;43232;56885
ARR9612814;Samalkot;28;14;82.169813;17.054928;0;0;U;M;32941;43343;48760;53602;56864
ARR9622812;Bobbili;28;12;83.359741;18.573945;0;0;U;M;22468;36239;43249;50096;56819
ARR9631822;Badarpur;18;22;92.57655;24.867173;0;0;R;R;20333;34828;38565;48102;56732
ARR9642817;Sattenapalle;28;17;80.1473;16.395;0;0;U;M;18480;33000;45442;51404;56721
ARR9651906;Bedrabad;19;6;88.032814;24.845816;0;0;R;R;20143;29102;37791;46149;56583
ARR9662017;Chakradharpur;20;17;85.619881;22.676407;0;0;U;M;28313;42899;47666;55228;56531
ARR967507;Pithoragarh;5;7;80.2116;29.5854;0;1;U;M;14896;26600;27708;44964;56493
ARR9682328;Sendhwa;23;28;75.0939;21.6857;0;0;U;M;11064;28370;36432;48941;56485
ARR9692725;TalegaonDabhade;27;25;73.679397;18.732527;0;0;U;M;13737;22520;31120;42578;56435
ARR9702913;Hiriyur;29;13;76.6155;13.9436;0;0;R;R;23210;34133;37509;48806;56416
ARR9712707;Anjangaon;27;7;77.310121;21.16494;0;0;U;M;22450;38051;41674;51170;56380
ARR9721602;Manubazar;16;2;91.657484;23.059278;0;0;R;R;23408;43321;47125;51164;56366
ARR973613;CharkhiDadri;6;13;76.270026;28.593206;0;0;U;M;19497;29995;32253;44895;56337
ARR974920;Nawabganj;9;20;79.631599;28.541004;0;0;U;M;21255;38218;40254;41156;56275
ARR9751905;Gangarampur;19;5;88.516287;25.400161;0;0;U;M;18210;30865;31177;53533;56217
ARR976903;Seohara;9;3;78.586;29.2086;0;0;U;M;16500;31051;38733;49622;56145
ARR977920;Kaliaganj;9;20;79.457648;28.315707;0;0;U;TP;25543;37665;39574;49829;56133
ARR9781815;DuliajanOilTown;18;15;95.324386;27.352919;0;0;U;CT;14577;31463;33605;48636;56130
ARR9793301;Thiruvallur;33;1;79.906362;13.144174;0;1;U;M;21689;35556;38564;45732;56074
ARR9801918;Gordoani;19;18;88.490702;22.145399;0;0;R;R;21022;34069;41333;45866;56070
ARR9813310;Dharapuram;33;10;77.526761;10.736294;0;0;U;M;32543;42263;48393;64984;56007
ARR982902;Kandhla;9;2;77.271122;29.321442;0;0;U;M;16123;28562;35899;46147;55988
ARR985912;Sathini;9;12;77.871344;27.604068;0;0;R;R;1541;2234;2280;11285;55855
ARR9863312;Karumathampatti;33;12;77.184151;11.089151;0;0;U;TP;12627;23599;29669;41182;55753
ARR987329;KannanDevanHills;32;9;77.06099846;10.08741295;0;0;R;R;36711;67983;70816;68205;55738
ARR9882302;Ambah;23;2;78.2252;26.7038;0;0;U;M;20585;29848;31602;42658;55658
ARR989920;Aonla;9;20;79.159506;28.273911;0;0;U;M;16908;26419;34431;45268;55629
ARR9901910;Kamgachhi;19;10;88.539526;23.211326;0;0;U;CT;21945;34082;36018;48007;55518
ARR991326;Ananganadi;32;6;76.34219986;10.82296423;0;0;R;R;26542;37767;45346;49146;55415
ARR941101;Madhupur;10;1;84.466502;27.109061;0;0;U;M;22149;35724;39257;47326;55238
ARR9922913;Challakere;29;13;76.652367;14.318862;0;0;R;R;25247;36067;38369;49067;55194
ARR9932813;Bheemunipatnam;28;13;83.452324;17.88998;0;0;U;M;17310;34619;42061;48664;55082
ARR9941005;Jhanjharpur;10;5;86.276594;26.259363;0;0;R;R;21728;31917;35317;43456;55059
ARR995906;Gajraula;9;6;78.239728;28.844535;0;0;U;TP;8493;19750;21096;39790;55048
ARR9962709;Umred;27;9;79.325088;20.850653;0;0;U;M;25254;36230;46185;51847;55002
ARR9971037;Jhajha;10;37;86.380855;24.768205;0;0;R;R;23959;36629;39574;47189;54986
ARR9982816;Gannavaram;28;16;80.803182;16.54152;0;0;R;R;19828;39429;44494;52344;54981
ARR9992807;Badepalle;28;7;78.145983;16.753699;0;0;U;CT;15522;29914;39638;49868;54945
ARR10002916;Kundapura;29;16;74.6939;13.6187;0;0;R;R;29450;44863;47965;50614;54847
ARR10013308;Edappadi;33;8;77.8344;11.5856;0;0;U;M;13049;39542;41190;48815;54823
ARR952511;Ramnagar;5;11;79.128258;29.393928;0;0;U;M;17112;31689;37281;46205;54787
ARR1002931;Bharthana;9;31;79.220761;26.752788;0;0;U;M;19731;28971;38071;46439;54769
ARR10032823;Punganur;28;23;78.571117;13.361731;0;0;U;TP;16871;25562;33882;44314;54746
ARR10042337;Pipariya;23;37;78.354289;22.749088;0;0;U;M;21770;35428;35956;47410;54710
ARR10052810;Yellandu;28;10;80.323916;17.588191;0;0;U;TP;29516;51359;58721;63042;54694
ARR10062910;Bhatkal;29;10;74.542511;14.002913;0;0;R;R;21724;37751;43904;50258;54656
ARR10073318;Kattumannarkoil;33;18;79.548604;11.27981;0;0;U;TP;23002;33495;39058;44648;54609
ARR1008814;Didwana;8;14;74.5729;27.4001;0;0;U;M;18435;31245;32889;44675;54575
ARR10092915;Sagar;29;15;75.0302;14.1618;0;0;R;R;19606;35648;42220;50131;54550
ARR10102414;Sihor;24;14;71.958042;21.712576;0;0;U;M;12080;32648;34008;46960;54547
ARR10112715;Deglur;27;15;77.579297;18.548827;0;0;U;M;19338;27625;37212;48028;54493
ARR10122206;NailaJanjgir;22;6;82.578963;22.012443;0;0;U;M;18905;32618;33879;43283;54460
ARR1013194;Islampur;19;4;88.1906;26.2618;0;0;U;M;21009;38906;45240;52738;54340
ARR10142317;Sidhi;23;17;81.8824;24.4049;0;1;U;M;20983;28355;28641;45700;54331
ARR10152823;Puttur;28;23;79.553781;13.441822;0;0;U;CT;14591;27827;29110;34847;54259
ARR10162712;Gadchiroli;27;12;80.0068;20.185;0;1;U;M;17408;27200;29565;42468;54152
ARR1017950;Nanpara;9;50;81.50147;27.864177;0;0;U;M;24132;33645;37600;47093;54086
ARR10181020;BaliaLakhminian;10;20;86.325537;25.412527;0;0;R;R;20220;27324;29088;39643;54028
ARR10192921;Kanakapura;29;21;77.421164;12.550612;0;0;R;R;11461;30161;37873;47060;54014
ARR10201810;LumdingRlyColony;18;10;93.174098;25.75191;0;0;U;CT;26206;42529;46129;50570;54005
ARR10212801;Bellampalle;28;1;79.485842;19.073133;0;0;U;M;38465;60102;66780;66792;53958
ARR10222809;Bhupalpalle;28;9;79.864998;18.442704;0;0;U;CT;5371;11467;12074;28997;53918
ARR10231823;Hailakandi;18;23;92.561691;24.682066;0;1;U;M;18346;32172;37879;45556;53848
ARR10242812;Parvathipuram;28;12;83.426399;18.781876;0;0;U;M;27624;36348;43497;49714;53844
ARR10253304;Melvisharam;33;4;79.27323;12.921015;0;0;U;TP;14761;25437;31989;43668;53770
ARR1026312;Giddarbaha;3;12;74.6604;30.2027;0;0;U;M;27476;32186;36082;43966;53760
ARR10271910;Duttapulia;19;10;88.7116;23.2511;0;0;R;R;18726;32992;35608;46892;53723
ARR1028902;Budhana;9;2;77.4734;29.2898;0;0;U;TP;16158;20198;26931;32950;53722
ARR10291911;Helencha;19;11;88.856805;23.187172;0;0;R;R;24737;38836;41251;48943;53548
ARR1030814;MertaCity;8;14;74.0331;26.6513;0;0;U;M;16823;32943;36772;46519;53540
ARR10312816;Jaggaiahpet;28;16;80.093981;16.892951;0;0;U;TP;18676;26680;36122;40373;53530
ARR10322814;Mandapeta;28;14;81.9294;16.8625;0;0;U;M;20109;40218;42453;47638;53456
ARR10332814;Tuni;28;14;82.545811;17.359519;0;0;U;M;22721;42075;43904;50368;53425
ARR1034935;Konch;9;35;79.1517;25.9937;0;0;U;M;25069;39171;45355;50844;53412
ARR986294;Shahpur;29;4;76.838742;16.701716;0;0;R;R;12047;17981;24740;38907;53366
ARR1035818;Bhinmal;8;18;72.2638;25.0087;0;0;U;M;15835;26758;33567;43106;53347
ARR10362808;Bhongir;28;8;78.884396;17.509612;0;0;U;M;8559;30567;40744;50407;53339
ARR10373310;Kavandapadi;33;10;77.557818;11.424987;0;0;R;R;28062;39723;44779;48989;53308
ARR1038804;Dungargarh;8;4;74.009399;28.099782;0;0;U;M;20935;29076;36463;45020;53294
ARR10392923;Arsikere;29;23;76.257543;13.31289;0;0;R;R;20792;36478;39650;45166;53216
ARR10402333;Ashta;23;33;76.723872;23.019935;0;0;U;M;21749;27530;27808;40628;53184
ARR1041812;Kotputli;8;12;76.199713;27.705175;0;0;U;M;14399;30258;33234;42509;53171
ARR10422806;Vicarabad;28;6;77.9077;17.338;0;0;U;TP;16611;33900;39215;42410;53143
ARR10432416;Kapadvanj;24;16;73.071318;23.023808;0;0;U;M;24820;38210;42977;47249;53142
ARR10442924;Puttur;29;24;75.20008893;12.76178576;0;0;U;R;12866;20103;25800;48070;53061
ARR997612;Barwala;6;12;75.90790019;29.3691053;0;0;R;M.CORP;20193;30535;32031;41532;52978
ARR10482820;Jammalamadugu;28;20;78.3822;14.848;0;0;U;CT;12566;32249;38253;46509;52881
ARR1049611;MandiDabwali;6;11;74.705762;29.965969;0;0;U;M;19007;32215;36197;53811;52873
ARR10503308;Mettur;33;8;77.799967;11.789148;0;0;U;M;28265;43484;45773;53633;52813
ARR10512809;Mahabubabad;28;9;79.996605;17.597482;0;0;U;CT;24574;35038;35722;42854;52813
ARR10522819;Venkatagiri;28;19;79.580139;13.960333;0;0;U;CT;12833;21750;27637;31341;52688
ARR10532814;Peddapuram;28;14;82.137536;17.07747;0;0;U;M;32314;43617;45902;48755;52598
ARR10541918;Arampur;19;18;88.800971;22.166627;0;0;R;R;26096;39260;41888;48536;52532
ARR10553212;Thiruvalla;32;3;76.56667;9.383333;0;0;U;M;26700;29200;54800;56800;52510
ARR10563307;Kallakkurichi;33;7;78.964716;11.737862;0;0;U;TP;19679;23710;27894;36793;52507
ARR10572912;Siruguppa;29;12;76.8919;15.6382;0;0;U;TP;11675;23350;31364;42919;52492
ARR10582331;Sironj;23;31;77.691126;24.103372;0;0;U;M;16074;28703;34094;42179;52460
ARR10592815;Nidadavole;28;15;81.67318;16.903844;0;0;U;M;16326;38187;48975;51158;52426
ARR1060811;Bandikui;8;11;76.575287;27.04849;0;0;U;M;18522;33473;36554;40861;52412
ARR10613316;Perambalur;33;16;78.866236;11.236109;0;1;U;TP;7211;24864;26451;37631;52400
ARR10622809;Jangaon;28;9;79.15608;17.722304;0;0;U;TP;17327;25112;34305;43996;52394
ARR10632008;Godda;20;8;87.2167;24.8277;0;1;U;M;7891;22769;25005;39908;52353
ARR1064306;Nawanshahr;3;6;76.1196;31.1278;0;0;U;M;22980;31389;35478;38479;52314
ARR10662814;Razole;28;14;81.838022;16.475736;0;0;R;R;28905;41857;45941;51768;52237
ARR10672322;Mudhol;23;22;76.709602;23.406814;0;0;U;M;9338;28296;31095;42461;52199
ARR10171018;Rustampur;10;18;85.340902;25.57536;0;0;R;R;16898;26324;30860;42237;52100
ARR10682910;Dandeli;29;10;74.618038;15.253828;0;0;U;M.CORP;35719;47625;52701;53290;52069
ARR10693209;Thodupuzha;32;6;76.71667;9.9;0;0;U;M;20900;35700;40700;46200;52025
ARR10201911;Banglani;19;11;88.857107;22.802212;0;0;R;R;11819;22023;24178;45650;52001
ARR10703201;Kasaragod;32;14;74.96667;12.5;0;0;U;M;35000;43100;50200;76000;51949
ARR10712724;Alibag;27;24;72.875663;18.655035;0;0;U;M;27085;41762;46130;53268;51895
ARR10722411;Ranavav;24;11;69.744527;21.685876;0;0;U;M;11597;17842;19607;29645;51890
ARR10733323;Devakottai;33;23;78.821191;9.946798;0;0;U;M;20697;35684;38265;40497;51865
ARR10741902;Jaygaon;19;2;89.380221;26.853758;0;0;U;CT;20196;31283;34558;43735;51846
ARR10751911;Panchpota;19;11;88.849756;22.912298;0;0;R;R;19688;38311;40746;45527;51757
ARR1076935;Kalpi;9;35;79.747007;26.12343;0;0;U;M;19424;34078;38885;42893;51670
ARR10281918;Lakshmipur;19;18;88.243384;21.953171;0;0;R;R;17460;27096;28780;44767;51401
ARR10782904;Shorapur;29;4;76.7557;16.5207;0;0;R;R;8958;25595;30589;43622;51398
ARR10792401;Mandvi;24;1;69.35176;22.83283;0;0;U;M;13504;35537;36636;42355;51376
ARR10803329;Shenkottai;33;29;77.249727;8.9736;0;0;U;M;14407;38213;44552;47753;51368
ARR10812105;Rajagangapur;21;5;84.585827;22.195523;0;0;U;M;14190;36385;39549;43594;51362
ARR10822110;Kendrapara;21;10;86.416175;20.505229;0;1;U;M;26194;34843;38291;45422;51328
ARR10832720;Ozar;27;20;73.92771;20.094454;0;0;U;CT;15531;47063;47538;45954;51297
ARR10852302;Joura;23;2;77.8084;26.3431;0;0;U;TP;10351;25865;27500;40245;51270
ARR10862419;Dabhoi;24;19;73.419778;22.133625;0;0;U;M;27711;48615;50641;54952;51240
ARR10872902;Shujalpur;29;2;75.2811;16.337;0;0;R;R;14739;24565;32074;42461;51225
ARR10883324;Thirumangalam;33;24;77.9861;9.82259;0;0;U;M;9293;29977;34601;43631;51194
ARR10892919;Sidlaghatta;29;19;77.865085;13.389508;0;0;R;R;11920;22490;25177;41098;51159
ARR10912311;Khurai;23;11;78.330339;24.04411;0;0;U;M;20154;29209;32454;41511;51108
ARR10921012;Bakhtiarpur;10;12;86.59228;25.720783;0;0;R;R;11893;18459;20653;41721;51094
ARR10933307;Sankarapuram;33;7;78.91532;11.886337;0;0;U;TP;8414;10963;12714;20030;51056
ARR10941027;Hilsa;10;27;85.280732;25.316322;0;0;R;R;16634;25590;29923;37775;51052
ARR10952926;Hunsur;29;26;76.2925;12.3104;0;0;R;R;10259;27727;34753;43900;50865
ARR10962345;Malajkhand;23;45;80.55101;22.09952;0;0;U;M;22391;35903;39279;47686;50826
ARR10973326;Sattur;33;26;77.915026;9.355199;0;0;U;M;24799;40632;44134;48615;50825
ARR1098911;Gulaothi;9;11;77.794099;28.588179;0;0;U;M;16115;24416;33982;42903;50823
ARR1099821;Nasirabad;8;21;74.7346;26.3021;0;0;U;CB;21653;40098;42208;49130;50804
ARR11001019;Rosera;10;19;86.0256;25.7526;0;0;U;M;17788;34265;38446;42396;50803
ARR1101924;Mahmudabad;9;24;81.12334;27.297856;0;0;U;M;21598;31302;32606;41920;50777
ARR11023213;Punalur;32;2;76.91666;9;0;0;U;M;13600;43000;46300;47200;50772
ARR11032210;Dalli-Rajhara;22;10;81.0707;20.5813;0;0;U;M;34045;53196;55996;57058;50523
ARR1104912;Atrauli;9;12;78.286157;28.030281;0;0;U;M;20488;27317;35135;43744;50412
ARR11051020;Majhaul;10;20;86.129464;25.563822;0;0;R;R;19534;32245;33831;42744;50406
ARR11061808;Mangaldoi;18;8;92.034181;26.443488;0;0;U;M;20864;31246;33322;42826;50361
ARR11072721;Dahanu;27;21;72.742302;19.989685;0;0;U;M;20213;31583;33599;44401;50287
ARR1109957;Anandnagar;9;57;83.275533;27.102159;0;0;U;TP;15733;26442;30491;39130;50216
ARR11102821;Bethamcherla;28;21;78.147113;15.452414;0;0;U;CT;13947;31878;34184;42652;50199
ARR1059329;Vathikudy;32;9;76.9960111;9.834676636;0;0;R;R;36313;56064;60582;50869;50112
ARR11112810;Bhadrachalam;28;10;80.8922;17.6665;0;0;U;CT;23147;34039;35830;42650;50087
ARR11122206;Champa;22;6;82.643525;22.03351;0;0;U;M;22141;30525;33213;41752;50009
ARR1062182;BorokaliaSharsho;18;2;90.040161;25.912389;0;0;R;R;15343;26608;27649;38106;49995
ARR11132003;Chatra;20;3;84.872178;24.204136;0;1;U;M;25447;29590;31147;42020;49985
ARR1114815;Phalodi;8;15;72.36666;27.1307;0;0;U;M;17409;28539;39286;44868;49914
ARR11152717;Gangakhed;27;17;76.750382;18.968956;0;0;U;M;18051;26545;27651;40428;49891
ARR11163304;Dharapadavedu;33;4;79.065759;12.965023;0;0;U;TP;19707;25200;29234;39542;49862
ARR1117802;Nohar;8;2;74.766865;29.185519;0;0;U;M;17120;25176;32722;42309;49835
ARR11182720;Yevla;27;20;74.488011;20.04296;0;0;U;M;16439;28343;34550;43207;49826
ARR11191807;Nalbari;18;7;91.442386;26.447596;0;1;U;M;19332;28225;30284;40598;49800
ARR11212801;Bhainsa;28;1;77.962052;19.113009;0;0;U;TP;11086;23096;29715;41331;49764
ARR10711013;HariBhauor;10;13;86.121316;26.068686;0;0;R;R;24702;37787;41258;45298;49733
ARR1122959;Padrauna;9;59;83.98078;26.903528;0;0;U;M;14671;27682;37361;44383;49723
ARR11241907;KasiaDanga;19;7;88.128811;24.418145;0;0;R;R;14695;26251;27271;35294;49532
ARR11252812;Salur;28;12;83.205623;18.517078;0;0;U;M;25924;36006;43435;48354;49500
ARR11261910;Jagadanandapur;19;10;88.38757;23.611111;0;0;U;CT;17531;31167;32491;41185;49462
ARR11272727;Manjlegaon;27;27;76.210835;19.154949;0;0;U;M;23919;31892;34665;44029;49453
ARR11282001;Garhwa;20;1;83.808;24.1604;0;1;U;M;17499;27342;29927;39125;49409
ARR1129930;Gursahaiganj;9;30;79.733;27.1168;0;0;U;M;14681;25264;27397;38132;49386
ARR11303207;Kunnamkulam;32;8;76.06667;10.65;0;0;U;M;18400;19400;19700;51600;49321
ARR11311035;Sherghati;10;35;84.799952;24.565304;0;0;R;R;16850;26305;28954;38053;49204
ARR11322901;BailHongal;29;1;74.857865;15.815015;0;0;R;R;19849;26465;33916;43225;49182
ARR1133219;Basudebpur;21;9;86.7399;21.1257;0;0;R;R;24296;35766;37555;44102;49095
ARR11342330;Biaora;23;30;76.9114;23.9163;0;0;U;M;14305;26991;28412;37925;49093
ARR11351022;Naugachhia;10;22;87.098562;25.388092;0;0;R;R;22200;30000;31250;38287;49069
ARR1136932;Dibiyapur;9;32;79.549547;26.63286;0;0;U;TP;11027;19884;22678;37756;49036
ARR11372924;Bantval;29;24;75.029498;12.882837;0;0;U;TP;17806;36868;41003;44619;49019
ARR11382815;Jangareddigudem;28;15;81.296167;17.122151;0;0;R;R;9072;25921;28175;39021;48994
ARR1140953;IndianTelephoneIndustryMankapur;9;53;82.217471;27.04613;0;0;U;R;16417;23486;26641;36102;48922
ARR11411918;DiamondHarbour;19;18;88.1981;22.1839;0;0;U;M;26324;40431;43396;42936;48901
ARR11423310;KarumandiChellipalayam;33;10;77.583101;11.279655;0;0;U;TP;16413;24259;29060;37015;48798
ARR1143908;Khekada;9;8;77.284251;28.865878;0;0;U;TP;18686;31672;35191;40335;48676
ARR11442822;Gooty;28;22;77.637806;15.119219;0;0;U;CT;19052;28017;37814;43389;48658
ARR11452734;Hupari;27;34;74.403877;16.617461;0;0;U;CT;20862;34814;37595;43922;48627
ARR11462820;Kodur;28;20;79.3521;13.9611;0;0;R;R;24637;36425;37381;40430;48615
ARR11471911;Taki;19;11;88.931321;22.587062;0;0;U;M;19060;36412;40507;46594;48607
ARR1148924;Khairabad;9;24;80.753381;27.527064;0;0;U;M;17393;22885;29674;38386;48538
ARR11491911;Joypul;19;11;88.572382;22.789961;0;0;U;CT;20261;29419;40109;39559;48495
ARR1150311;GuruharSahai;3;11;74.408039;30.702044;0;0;R;R;15335;28284;31073;38838;48494
ARR11512409;Jasdan;24;9;71.203115;22.035931;0;0;U;M;18347;25841;28088;39046;48483
ARR11521034;Rafiganj;10;34;84.6318;24.8163;0;0;R;R;16145;24785;25969;35077;48481
ARR11531032;Bikramganj;10;32;84.264597;25.222371;0;0;R;R;14304;21673;28898;38408;48465
ARR1154811;Jhajjar;8;11;76.328251;26.564746;0;1;U;M;16400;26031;27693;39002;48424
ARR11551026;Barbigha;10;26;85.7353;25.2182;0;0;R;R;22606;29043;31516;40412;48409
ARR11561010;Ahmadabad;10;10;87.78777496;25.28493047;0;0;R;R;18472;27805;30215;36492;48406
ARR11572735;Vita;27;35;74.5383;17.2723;0;0;U;M;20303;26368;32018;41804;48289
ARR11582410;Surajkaradi;24;10;69.023787;22.4184;0;0;U;CT;26263;40564;42723;45366;48172
ARR1159938;Maudaha;9;38;80.113094;25.683891;0;0;U;M;13801;28315;29700;40269;48145
ARR11602013;Gumia;20;13;85.8254;23.7992;0;0;U;CT;22299;30971;41295;45548;48141
ARR11091024;KutlupurDiara;10;24;86.352745;25.29828;0;0;R;R;23913;36373;42590;40316;48138
ARR11611914;Adra;19;14;86.6692;23.4942;0;0;U;CT;25712;41025;47531;51347;48120
ARR11621808;Kharupatia;18;8;92.145246;26.516092;0;0;R;R;16035;24961;29919;39279;48114
ARR11632818;Addanki;28;18;79.971487;15.804816;0;0;R;R;3937;6256;7575;35019;48022
ARR11642919;Bangarapet;29;19;78.180068;12.994638;0;0;R;R;15721;24803;31498;41368;48005
ARR11652804;Sadasivpet;28;4;77.952254;17.619434;0;0;U;M;18796;29369;30915;36334;47920
ARR11662823;Palamaner;28;23;78.745559;13.203514;0;0;R;R;18950;37899;39478;43493;47916
ARR11682211;GobraNawapara;22;11;81.863034;20.96899;0;0;U;M;14013;30385;32779;40946;47847
ARR1169956;Khalilabad;9;56;83.07365;26.773795;0;0;U;M;18264;25209;29521;42111;47847
ARR11702901;Athni;29;1;75.0656;16.725;0;0;R;R;9642;27549;32041;40950;47842
ARR1171903;Nehtaur;9;3;78.387107;29.32361;0;0;U;M;18506;27621;34753;44320;47834
ARR11721909;Kanksa;19;9;87.4532;23.4653;0;0;U;CT;11832;25165;26410;39166;47830
ARR1173615;Lalsot;6;15;76.6586;28.6076;0;0;U;M;16255;26645;28972;39002;47705
ARR11742814;Ravulapalem;28;14;81.839929;16.761076;0;0;R;R;19040;30833;38784;43455;47653
ARR11752340;Gadarwara;23;40;78.7827;22.9255;0;0;U;M;20759;28053;29529;39194;47604
ARR11761818;Golaghat;18;18;93.971969;26.514769;0;1;U;M;18999;30908;33428;39134;47523
ARR11773330;Eraniel;33;30;77.3178;8.20553;0;0;U;CT;30020;55512;61371;43300;47481
ARR11782129;Koraput;21;29;82.713;18.8132;0;1;R;R;18440;33527;34924;39548;47468
ARR11792714;Umarkhed;27;14;77.689876;19.600326;0;0;U;M;15882;28336;35979;39869;47458
ARR1180322;Alakode;32;2;75.46747954;12.18987365;0;0;R;R;33295;41867;43185;47095;47310
ARR11811918;Shyampur;19;18;88.370588;22.298055;0;0;U;CT;12066;19895;21648;40850;47244
ARR1182940;Baberu;9;40;80.704744;25.546848;0;0;U;TP;14108;25098;27651;39134;47210
ARR1183911;Siana;9;11;78.059031;28.626571;0;0;U;M;22299;30254;38145;41452;47108
ARR11321028;Baikatpur;10;28;85.380328;25.494049;0;0;R;R;15224;24649;28066;36345;47061
ARR11842914;Harapanahalli;29;14;75.987809;14.787262;0;0;U;TP;18569;27308;34146;41907;47039
ARR11861902;BirparaTeaGarden;19;2;89.1406;26.725;0;0;R;R;19290;29736;32768;41675;47009
ARR11872821;NandiKotkur;28;21;78.265907;15.85568;0;0;R;R;21100;31029;35927;40210;46953
ARR11882717;Nadikudi;27;17;76.437555;19.451558;0;0;U;M;23573;36555;42243;39851;46929
ARR11892817;Sailu;28;17;79.716862;16.592863;0;0;R;R;13628;24779;32388;39851;46915
ARR1190904;BhojpurDharampur;9;4;78.828021;28.948628;0;0;U;TP;9293;13959;27824;36526;46907
ARR11912804;Medak;28;4;78.261987;18.045483;0;1;U;TP;17718;28577;35775;41945;46880
ARR1192813;Neem-Ka-Thana;8;13;75.7883;27.7375;0;0;U;M;18490;27837;30611;39467;46840
ARR11932702;Dondaicha-Warwade;27;2;74.56317;21.328644;0;0;U;M;12945;25890;33641;42436;46767
ARR11952703;Jamner;27;3;75.778168;20.810241;0;0;R;R;2775;4625;4868;36386;46762
ARR11962103;Burla;21;3;83.88614;21.501815;0;0;R;R;25848;31522;34640;42822;46698
ARR11973318;Nellikuppam;33;18;79.668654;11.776388;0;0;U;M;26723;40489;42783;44222;46678
ARR11982419;Padra;24;19;73.08278;22.238241;0;0;U;M;20774;28073;33823;39205;46660
ARR11992208;Kawardha;22;8;81.233145;22.007747;0;1;U;M;15182;22003;23916;32415;46657
ARR12001802;Bilasipara;18;2;90.233874;26.23052;0;0;R;R;14196;24382;25841;41522;46652
ARR1201102;Chakia;10;2;85.04809527;26.41410346;0;0;U;R;18693;26772;30226;38293;46648
ARR12021907;Murshidabad;19;7;88.270865;24.175602;0;1;U;M;20524;30932;32466;39266;46635
ARR12032106;Joda;21;6;85.424151;22.025456;0;0;U;M;16106;29826;31069;38689;46631
ARR12042813;Narsipatnam;28;13;82.611298;17.669331;0;0;U;CT;21639;34444;39662;44194;46538
ARR12052713;Warora;27;13;79.0032;20.2291;0;0;U;M;25640;34187;43721;41971;46532
ARR1206943;Sabalgarh;9;43;81.73166334;25.83766322;0;0;R;R;21643;29500;31856;41001;46519
ARR12072906;Manvi;29;6;77.048173;15.996016;0;0;R;R;13234;21345;28080;37613;46465
ARR1208945;JhusiKohna;9;45;81.914346;25.425903;0;0;U;CT;12898;22784;26174;36888;46354
ARR12093207;Chalakudy;32;8;76.33334;10.3;0;0;U;M;37600;41900;45100;48400;46251
ARR1210832;BhawaniMandi;8;32;75.834287;24.417316;0;0;U;M;16861;28855;31916;39125;46237
ARR1211513;Landhaura;5;13;77.932831;29.804524;0;0;U;TP;13282;19603;24343;34671;46214
ARR12122117;Khordha;21;17;85.622996;20.186696;0;1;U;M;23898;28450;30591;39054;46205
ARR12132412;Manavadar;24;12;70.137572;21.497173;0;0;U;M;23969;34605;38792;42781;46141
ARR1214909;Garhmukteshwar;9;9;78.097814;28.786673;0;0;U;M;9847;20950;25241;33847;46077
ARR1215913;SikandraRao;9;13;78.379786;27.687634;0;0;U;M;15811;21659;29823;37938;46038
ARR1216604;Pehowa;6;4;76.5827;29.981;0;0;U;M;16500;24386;31030;39221;46022
ARR12171023;Banka;10;23;86.921813;24.885527;0;1;U;M;15501;24221;27369;35455;45977
ARR1218604;Shahbad;6;4;76.870454;30.168434;0;0;U;M;12254;29221;33540;39745;45952
ARR1219958;Parmeshwarpur;9;58;83.360733;26.865937;0;0;R;R;8302;13002;15357;26546;45887
ARR12202010;Pakaur;20;10;87.8568;24.6358;0;1;U;M;16417;24142;26241;36029;45840
ARR12211302;Tuensang;13;2;94.814606;26.246092;0;1;R;R;16335;25109;25407;38971;45748
ARR12221916;Amta;19;16;88.00703;22.577204;0;0;U;CT;22369;34412;35656;40503;45722
ARR12232821;Atmakur;28;21;78.587138;15.881188;0;0;R;R;3652;6640;8624;39794;45703
ARR12242807;Farooqnagar;28;7;78.207683;17.069144;0;0;U;CT;13799;22622;23565;34470;45675
ARR12252105;Sundargarh;21;5;84.0389;22.122;0;1;U;M;21265;28657;31875;40451;45675
ARR1173196;ChariAnantapur;19;6;88.078241;24.785617;0;0;R;R;11516;18343;18831;36118;45671
ARR12261022;Colgong;10;22;87.2374;25.2637;0;0;U;M;15009;23731;26454;37874;45646
ARR12272407;Bavla;24;7;72.364419;22.828598;0;0;U;M;18820;26858;27470;33647;45604
ARR12282707;Warud;27;7;78.269159;21.468995;0;0;U;M;19608;24207;26863;41005;45482
ARR12292343;Pandhurna;23;43;78.5257;21.5954;0;0;U;M;17630;28436;34227;40931;45479
ARR1230805;Pilani;8;5;75.6078;28.3606;0;0;U;M;14709;29845;32205;40590;45385
ARR1231917;GanjDundwara;9;17;78.941608;27.731527;0;0;U;M;27721;36979;41832;58573;45385
ARR12321818;Dergaon;18;18;93.970606;26.714042;0;0;R;R;17324;32669;35096;38935;45251
ARR12332704;Mehkar;27;4;76.5701;20.1508;0;0;U;M;15667;22382;29546;37715;45248
ARR12353319;Sirkali;33;19;79.736602;11.239447;0;0;U;M;17869;30498;35453;40176;45104
ARR12361918;Iyarpur;19;18;88.302126;22.290468;0;0;R;R;21454;36902;39382;38543;45104
