AROKATO;Nom;Etat2001;Dist2001;Longitude;Latitude;Stat_cap;Dist_Cap;Status U/R;Status D;1961;1981;1991;2001;2011
ARR2643830;Sangod;8;30;76.285955;24.926022;0;0;U;M;8360;13063;15603;18649;21846
ARR26442811;Wazirganj;28;11;84.584747;18.941371;0;0;U;TP;5726;9543;13113;17423;21844
ARR26452404;Kheralu;24;4;72.618859;23.885332;0;0;U;M;8359;16075;18267;20141;21843
ARR2522275;BarshiTakali;27;5;77.067842;20.579401;0;0;R;R;6571;13980;14563;18363;21817
ARR26472215;Frezarpur;22;15;82.057752;19.071062;0;0;U;CT;4687;6591;7096;12438;21801
ARR26492421;Handia;24;21;73.075078;21.921544;0;0;U;TP;7194;10579;13000;16439;21798
ARR26502422;Chalthan;24;22;72.984146;21.108036;0;0;U;CT;3694;5864;6664;12774;21795
ARR26521915;AmbassaCT;19;15;87.684379;22.720498;0;0;U;M;4354;7946;8504;11580;21780
ARR26533330;Dharmapuram;33;30;77.388867;8.119778;0;0;R;R;7204;15660;17795;19684;21773
ARR26552816;Mylavaram;28;16;80.641078;16.757255;0;0;R;R;7795;13676;15195;18882;21763
ARR2656966;Dhanapur;9;66;83.351415;25.453506;0;0;R;R;7071;10878;13388;17069;21762
ARR2657513;Laksar;5;13;78.018077;29.753944;0;0;U;TP;9898;14997;15622;18242;21760
ARR26582204;Sarangarh;22;4;83.078036;21.586349;0;0;U;TP;10565;16415;17465;18886;21753
ARR26592924;Manjanady;29;24;74.925416;12.79375;0;0;U;CT;6608;10937;13840;17863;21751
ARR26601907;MahadebNagar;19;7;87.941587;24.684656;0;0;U;CT;6089;11071;12581;17331;21737
ARR26612818;AlluruKothaPatnam;28;18;80.166124;15.446923;0;0;R;R;10363;15702;18306;20346;21729
ARR26622330;Jirapur;23;30;76.376445;24.021555;0;0;U;TP;7811;11320;12304;16822;21724
ARR26633320;Muthupet;33;20;79.494072;10.395935;0;0;U;TP;5348;14073;15297;17383;21722
ARR26642815;Chagallu;28;15;81.666582;16.993683;0;0;R;R;8617;13464;17206;21778;21703
ARR26651906;Niamatpur;19;6;88.049347;25.029354;0;0;R;R;7679;15515;15956;19371;21678
ARR26661907;Sekandara;19;7;88.068989;24.504199;0;0;R;R;6999;11863;12895;16348;21668
ARR2667805;Surajgarh;8;5;75.734924;28.309675;0;0;U;M;9930;15046;16534;18865;21666
ARR25422210;Kumarapara;22;10;81.418606;21.358865;0;0;U;NP;8151;12123;15956;18719;21639
ARR2668903;Sahanpur;9;3;78.32392;29.633172;0;0;U;TP;7055;11023;14299;18349;21639
ARR2671821;Pushkar;8;21;74.553294;26.490487;0;0;U;M;7728;10586;11506;14791;21626
ARR26721604;Gachirampara;16;4;92.205098;23.887116;0;0;R;R;1318;1830;1989;25824;21601
ARR26731907;Ahiron;19;7;88.028919;24.503604;0;0;R;R;8116;13127;13376;16597;21600
ARR26741902;SamsingTeaGarden;19;2;88.807265;26.94353;0;0;R;R;12079;18399;19408;22206;21599
ARR26752114;Kochas;21;14;85.539199;20.934918;0;0;R;R;4001;6062;6661;15003;21597
ARR26761002;Gidi;10;2;84.929591;26.428688;0;0;R;CT;12188;20185;22022;21129;21595
ARR2678967;Benipur;9;67;82.8108;25.301358;0;0;R;R;7981;10018;11665;15867;21582
ARR26792823;Pakala;28;23;79.114821;13.449442;0;0;R;R;6173;8694;10867;21888;21565
ARR2680906;Joya;9;6;78.473;28.8366;0;0;U;TP;4499;7474;8332;16034;21561
ARR2682602;Barara;6;2;77.037212;30.21553;0;0;R;CT;3610;12893;13572;18219;21545
ARR26832733;Malwan;27;33;73.468852;16.082097;0;0;U;M;9823;18042;20683;21325;21540
ARR26841918;BerandariBagaria;19;18;88.251116;22.169482;0;0;R;R;7168;11582;12645;11216;21525
ARR26853308;Thammampatti;33;8;78.488163;11.44139;0;0;U;TP;8626;12685;15178;20751;21503
ARR26861915;Ranichak;19;15;87.817138;22.611962;0;0;R;R;6713;12349;13335;19639;21490
ARR26872709;Mahadula;27;9;79.083923;21.253721;0;0;U;CT;8513;13302;17145;18252;21481
ARR26882733;Kankavli;27;33;73.708885;16.265515;0;0;U;CT;10887;19639;21792;25915;21474
ARR2689915;Kheragarh;9;15;77.8185;26.9448;0;0;U;TP;7261;11904;12939;17905;21470
ARR26902822;Madakasira;28;22;77.26994;13.940479;0;0;R;R;9686;15879;16762;19432;21464
ARR2693801;8LLG;8;1;74.060765;29.775705;0;0;U;CT;8127;15334;15489;18222;21437
ARR26943305;BadeBacheli;33;5;78.120748;12.078363;0;0;U;TP;6631;10695;12582;20411;21435
ARR26952818;Martur;28;18;80.107131;15.987777;0;0;R;R;7467;8996;9995;14181;21434
ARR2696815;Bhopalgarh;8;15;73.496012;26.655498;0;0;R;R;7451;12018;14838;19078;21416
ARR26972822;Kodigenahalli;28;22;77.479514;13.860134;0;0;R;R;8576;14171;15054;18570;21415
ARR2698963;SisotarDiyara;9;63;84.092788;26.062038;0;0;R;R;9242;13591;14697;17738;21408
ARR26992816;Pamarru;28;16;80.962559;16.326412;0;0;R;R;12047;16732;20360;22368;21395
ARR2700317;Lalru;3;17;76.80214;30.485244;0;0;U;CT;5481;8433;9949;15824;21394
ARR27012408;Chotila;24;8;71.197712;22.424019;0;0;R;R;7881;12314;12695;15869;21364
ARR27023329;Vasudevanallur;33;29;77.410981;9.240488;0;0;U;TP;7100;14200;18916;19062;21361
ARR2571249;Maliya;24;9;70.759451;23.091821;0;0;;;5861;8748;9208;14022;21352
ARR27032817;Sindrani;28;17;80.537621;16.439766;0;0;U;R;9860;13298;15382;18702;21351
ARR2704914;Raya;9;14;77.788707;27.555639;0;0;U;TP;8705;11764;13447;18032;21344
ARR27052013;Bandhdih;20;13;86.020888;23.664543;0;0;U;CT;4411;6679;6794;16976;21335
ARR27061023;Mehgaon;10;23;87.002761;24.885321;0;0;R;TP;7376;10389;11416;14739;21335
ARR2707924;Maholi;9;24;80.47684;27.652402;0;0;U;TP;6405;11862;16013;18411;21331
ARR27082341;Dindori;23;41;81.077338;22.944909;0;1;U;TP;4634;9859;13213;17422;21323
ARR27092914;Channagiri;29;14;75.9268;14.0227;0;0;U;TP;8071;11869;14135;18512;21313
ARR27101025;Allahganj;10;25;86.140228;25.243976;0;0;R;TP;6575;10866;12031;17356;21298
ARR271181;Karanpur;8;1;73.45147593;29.84139912;0;0;U;M;5948;15252;18231;20694;21297
ARR27122714;Ghatanji;27;14;78.3135;20.1412;0;0;U;M;6061;12628;15785;19347;21293
ARR27132706;MalegaonJahangir;27;6;76.998481;20.237907;0;0;R;R;3956;12364;13721;17677;21290
ARR2714958;Barhalganj;9;58;83.507942;26.286584;0;0;U;TP;15094;17973;19428;23340;21290
ARR27152821;Chagalamarri;28;21;78.589978;14.964758;0;0;R;R;7913;13882;14613;18786;21289
ARR27162725;MalegaonBk;27;25;74.511529;18.132642;0;0;R;R;10663;15405;17186;21333;21284
ARR27173326;Sundarapandiam;33;26;77.674263;9.611447;0;0;U;TP;14397;20967;22064;15905;21258
ARR27183309;Namagiripettai;33;9;78.269461;11.455666;0;0;U;TP;5563;10301;11173;21446;21250
ARR2719910;Dankaur;9;10;77.553869;28.350337;0;0;U;TP;7893;12434;14700;18663;21238
ARR27203319;Velankanni;33;19;79.84542;10.681028;0;0;U;TP;7106;10811;11934;18792;21232
ARR27212802;Bheemgal;28;2;78.445466;18.699084;0;0;R;R;9538;15007;16002;18971;21220
ARR27222807;Kosgi;28;7;77.71887;16.987978;0;0;R;R;2729;3899;5221;21038;21215
ARR2723317;Sanaur;3;17;76.4573;30.3001;0;0;U;M;8861;13031;16490;17935;21201
ARR2724963;Bansdih;9;63;84.218056;25.884185;0;0;U;TP;10002;16396;17175;20111;21201
ARR27261005;UdaypurBitthwar;10;5;86.157528;26.287433;0;0;R;R;9283;13343;15190;17992;21175
ARR27272413;Lathi;24;13;71.388556;21.724317;0;0;U;M;11452;15068;16558;20966;21173
ARR27281505;Serchhip;15;5;92.857065;23.309462;0;1;R;R;10294;12867;13688;17096;21158
ARR25971019;MohiuddiNagar;10;19;86.064133;25.751261;0;0;R;R;8161;9953;11524;16202;21157
ARR58283319;Pudupattinam;33;19;79.8288169;11.35325156;0;0;R;R;11123;16602;18196;20901;21151
ARR27302702;Rura;27;2;74.122387;20.951825;0;0;R;TP;7630;11083;13843;18414;21149
ARR2731912;ChharraRafatpur;9;12;78.4047;27.9223;0;0;U;TP;6789;12809;13343;20831;21146
ARR27321014;Kurhani;10;14;85.337004;25.977027;0;0;R;R;6789;10954;13290;16826;21130
ARR27333325;Koduvilarpatty;33;25;77.491528;9.970501;0;0;R;R;8060;12212;14176;16093;21119
ARR2734813;Ranoli;8;13;75.308654;27.545873;0;0;R;R;6265;10962;13859;18005;21109
ARR2735302;Ajnala;3;2;74.759133;31.845935;0;0;U;TP;8121;12890;13427;18589;21107
ARR27362705;Patur;27;5;76.9425;20.4579;0;0;U;M;7705;14269;17398;20538;21095
ARR27371808;Bhuktabari;18;8;91.882546;26.380918;0;0;R;R;7780;12505;12963;19531;21089
ARR2739903;Mandawar;9;3;78.126555;29.486881;0;0;U;TP;6025;11587;15408;19558;21078
ARR27412412;Talala;24;12;70.529989;21.054615;0;0;R;R;9058;15891;16052;20065;21060
ARR27422707;DattapurDhamangaon;27;7;78.139261;20.782596;0;0;U;M;4567;16310;20328;21426;21059
ARR27433210;Manimala;32;10;76.74995156;9.494005857;0;0;R;R;7745;18890;19732;21075;21053
ARR27442816;Challapalle;28;16;80.933284;16.118078;0;0;R;R;5644;15655;17889;19683;21050
ARR27462425;Khattalwada;24;25;72.793422;20.216661;0;0;R;R;6113;12225;13005;14554;21036
ARR27472418;Devgadbaria;24;18;73.910099;22.701905;0;0;U;M;11614;17080;17608;19202;21030
ARR27482312;Patharia;23;12;79.1941;23.8997;0;0;U;TP;7144;13739;14311;17185;21026
ARR27492124;Patnagarh;21;24;83.1319;20.7084;0;0;R;R;8552;15271;16246;18694;21024
ARR27501805;Nichuka;18;5;90.93645;26.489233;0;0;R;R;6416;9738;10068;14846;21019
ARR27512319;Bhanpura;23;19;75.74738;24.512218;0;0;U;TP;11043;15366;17331;19955;21013
ARR27532007;Jasidih;20;7;86.645322;24.514468;0;0;R;R;5490;8855;9522;14137;20988
ARR27542705;Telhara;27;5;76.8498;21.0253;0;0;U;M;3809;11204;13848;18906;20986
ARR27552817;Nizampatnam;28;17;80.66686;15.904188;0;0;R;R;9624;14582;17923;20638;20982
ARR2757903;Jhalu;9;3;78.224989;29.335991;0;0;U;TP;7477;12461;14808;18704;20978
ARR2758920;Richha;9;20;79.521258;28.693829;0;0;U;TP;5993;9989;13039;17508;20977
ARR27591907;Bahagalpur;19;7;87.979066;24.590432;0;0;R;R;6882;10788;11416;15981;20975
ARR2760957;SiswaBazar;9;57;83.759124;27.149964;0;0;U;TP;6761;13798;16222;18920;20963
ARR27613305;Palakkodu;33;5;78.0722;12.3051;0;0;U;TP;9508;13024;15853;18667;20959
ARR27622708;SindiTurfHindnagar;27;8;78.567334;20.761175;0;0;U;CT;6684;10443;11476;15554;20956
ARR27632910;Alangulam;29;10;74.709006;14.964189;0;0;U;TP;2777;5446;6126;17923;20948
ARR27642328;Rajpur;23;28;75.1382;21.9395;0;0;U;TP;8698;12791;14396;17913;20947
ARR27653330;Killiyur;33;30;77.179754;8.279818;0;0;U;TP;11008;16430;18728;19273;20938
ARR2766902;Palri;9;2;77.532112;29.355702;0;0;R;R;5509;10357;12062;18130;20925
ARR27672819;Vinnamala;28;19;79.895997;13.924667;0;0;U;CT;1889;2661;2914;18520;20924
ARR27682325;Badnawar;23;25;75.232187;23.020989;0;0;U;TP;6431;11282;15143;17746;20917
ARR2769618;Nuh;6;18;77.002793;28.102775;0;0;U;M;4960;9315;9782;14200;20916
ARR2770306;Banga;3;6;75.99606;31.185092;0;0;U;M;6340;13490;17721;18809;20906
ARR27712212;Haileymandi;22;12;83.0051;21.3169;0;0;U;TP;9749;12998;13263;17081;20906
ARR27722815;Chincholi;28;15;81.455611;16.529819;0;0;R;TP;8382;10478;10584;17144;20897
ARR27732902;Hungund;29;2;76.0584;16.0615;0;0;U;TP;9894;14550;15391;18037;20877
ARR26382316;Bangawan;23;16;82.119201;23.187398;0;1;U;CT;8514;13303;14947;20720;20873
ARR2774829;Kapasan;8;29;74.31294;24.887937;0;0;U;M;8180;13633;16028;18663;20869
ARR27752925;Kushalnagar;29;25;75.9573;12.4596;0;0;U;CT;6882;11101;14100;18715;20858
ARR2776337;Salamedu;33;7;79.49324761;11.90871371;0;0;U;CT;2241;4150;4770;8619;20854
ARR27772817;Barapali;28;17;80.539489;15.940079;0;0;R;R;10109;15552;16371;19157;20850
ARR27782012;Gobindpur;20;12;86.5206;23.8327;0;0;U;CT;9093;14468;15253;15817;20849
ARR27792812;Kothavalasa;28;12;83.184084;17.895809;0;0;U;CT;7072;12011;14893;17842;20843
ARR27801404;KhaThingungei;14;4;93.760221;24.455501;0;0;R;R;7393;13644;13989;17456;20842
ARR27812303;Gormi;23;3;78.5093;26.5992;0;0;U;TP;8486;13055;18183;17257;20841
ARR2782505;EastHopetown;5;5;77.900829;30.315305;0;0;R;R;2950;10537;11210;15072;20840
ARR27832730;Mahalung;27;30;75.100695;17.851842;0;0;R;R;10901;15799;16486;19983;20833
ARR2784811;Baswa;8;11;76.5836;27.1513;0;0;R;R;7402;13218;15082;18852;20831
ARR27851507;Lawngtlai;15;7;92.899328;22.532378;0;1;R;R;5164;8753;9514;14600;20830
ARR27862818;Parchur;28;18;80.275612;15.96825;0;0;R;R;10062;17798;19564;19964;20823
ARR27873329;VadakaraiKeezhpadugai;33;29;77.284447;9.01509;0;0;U;TP;8227;13712;15646;17349;20821
ARR2788960;Majhauliraj;9;60;83.968167;26.297032;0;0;U;TP;5815;12373;13698;17235;20818
ARR2789920;Deoranian;9;20;79.476381;28.629952;0;0;U;TP;28238;68872;82168;17462;20815
ARR27902901;UgarKhurd;29;1;74.79537;16.648859;0;0;R;R;9641;14390;17568;19129;20804
ARR27912735;Atpadi;27;35;74.939163;17.423029;0;0;R;R;7189;10892;12806;18629;20791
ARR27922901;Hindalgi;29;1;74.563025;15.82148;0;0;U;CT;8738;14014;15221;17312;20789
ARR27932404;Gojhariya;24;4;72.56264;23.477643;0;0;R;R;9667;16265;17184;19687;20777
ARR26592123;Sonapur;21;23;83.908338;20.844418;0;0;U;M;8654;13112;14409;17540;20770
ARR26601017;KanhauliManohar;10;17;84.685322;25.970531;0;0;R;R;6786;12409;14092;18096;20765
ARR2794968;GhosiaBazar;9;68;82.542134;25.270386;0;0;U;TP;7606;15299;16807;21406;20760
ARR2796823;Kaprain;8;23;76.0722;25.4065;0;0;U;M;6883;10926;13370;17784;20748
ARR2797940;Naraini;9;40;80.4759;25.1893;0;0;U;TP;10576;13320;14275;19174;20742
ARR27981903;Kalarayerkuthi;19;3;89.378141;26.430455;0;0;R;R;9963;12454;14652;17240;20739
ARR27993308;Kachchippalli;33;8;77.899898;11.585321;0;0;R;R;6898;13787;15798;17780;20729
ARR2800902;Banat;9;2;77.353387;29.464124;0;0;U;TP;6120;10737;13634;19081;20728
ARR28012807;Achampet;28;7;78.639511;16.399157;0;0;U;CT;3651;10739;10847;18213;20721
ARR28022904;Begun;29;4;76.359925;17.200284;0;0;U;M;9263;14703;15641;19335;20705
ARR2803922;Banda;9;22;80.097589;28.250858;0;0;R;R;4449;6741;8988;14631;20689
ARR28051405;SikhongSekmai;14;5;94.091531;24.639082;0;0;U;TP;7269;12737;13393;17410;20680
ARR2806613;Jafarabad;6;13;76.031194;28.949328;0;0;U;TP;7805;12362;14682;17424;20678
ARR2807911;Pahasu;9;11;78.0649;28.1718;0;0;U;TP;6859;12471;13127;17122;20672
ARR28082325;Rajgarh;23;25;74.945849;22.677638;0;0;U;TP;8835;16669;18729;15617;20668
ARR28092734;Naharkatiya;27;34;74.2152;16.729618;0;0;R;R;8180;15075;16731;17947;20666
ARR28101808;BaghporiChapori;18;8;91.961188;26.540143;0;0;R;R;5518;9753;10793;17251;20648
ARR28112405;Vadali;24;5;73.036869;23.94298;0;0;R;R;7328;13323;14970;18054;20646
ARR28122819;Vinjamur;28;19;79.578263;14.834328;0;0;R;R;5998;11108;14347;17759;20639
ARR28132820;Kamalapuram;28;20;78.667148;14.6002;0;0;R;R;4710;7721;8392;17540;20623
ARR28143312;Madathukulam;33;12;77.33807;10.565743;0;0;U;TP;9307;13488;18082;20352;20620
ARR28153308;Ayothiapattinam;33;8;78.236353;11.668034;0;0;U;TP;7321;10565;12414;14961;20615
ARR2816963;Sahatwar;9;63;84.304115;25.834081;0;0;U;TP;9937;15288;16956;19015;20615
ARR2682923;Bhira;9;23;80.492797;28.330595;0;0;R;R;4495;8644;11536;15382;20605
ARR2818962;Dubari;9;62;83.728197;26.211946;0;0;R;R;2962;10214;12869;16280;20595
ARR2819512;UmruKhurd;5;12;79.968754;28.968605;0;0;U;CT;3206;4333;5416;12571;20593
ARR2821824;Jahazpur;8;24;75.2759;25.6186;0;0;U;M;6657;12328;15080;18815;20586
ARR28222703;Savda;27;3;75.888237;21.151287;0;0;U;M;10073;15989;17674;19332;20584
ARR28233325;Kakkalur;33;25;77.2952;9.84609;0;0;U;TP;6155;10382;11265;12842;20575
ARR2824812;Viratnagar;8;12;76.184684;27.435099;0;0;U;M;8172;11194;13169;17242;20568
ARR2689104;Belsand;10;4;85.40014;26.443496;0;0;U;;7092;12664;14151;17840;20566
ARR28252732;Khed;27;32;73.395827;17.718078;0;0;U;M;8168;12520;14026;16863;20565
ARR28262823;Venkatagirikota;28;23;78.484999;13.001533;0;0;R;R;6422;11468;12652;16890;20565
ARR28282721;Vashind;27;21;73.263656;19.408867;0;0;U;CT;6283;9666;9863;15881;20561
ARR28293305;Anumepali;33;5;77.773798;12.779074;0;0;R;R;8088;12703;14090;21650;20532
ARR2830302;Bhikhiwind;3;2;74.691539;31.345786;0;0;U;CT;6122;9566;11958;10293;20526
ARR2831933;Bijawar;9;33;79.9038;26.4851;0;0;U;TP;8644;13720;15770;18414;20513
ARR2832812;Mahesail;8;12;75.9493;27.298;0;0;R;R;7932;10322;11011;15756;20509
ARR283397;Bijoli;9;7;77.75815347;28.86567183;0;0;R;R;1991;4236;4745;9864;20505
ARR28341030;Simri;10;30;84.1169;25.6426;0;0;R;R;7978;13993;15842;17040;20505
ARR2835902;Baghra;9;2;77.575499;29.466071;0;0;R;R;7675;11123;14691;17497;20504
ARR2836329;Manjumala;32;9;77.04973066;9.634300166;0;0;R;R;12267;21521;23264;22629;20503
ARR28371910;Palashipara;19;10;88.4529;23.7799;0;0;R;R;5573;13803;16238;18602;20496
ARR28381804;Abhayapuri;18;4;90.665791;26.337493;0;0;R;R;8562;12594;14452;18849;20492
ARR28391807;NCAngarkata;18;7;91.552586;26.735298;0;0;R;R;7724;12713;13301;16980;20478
ARR28412905;Behat;29;5;77.263182;17.849225;0;0;R;TP;7753;11076;14569;17162;20474
ARR28423329;Yellapur;33;29;77.497901;8.8671;0;0;U;TP;7665;11792;14456;17923;20452
ARR28432122;Baudhgarh;21;22;84.322925;20.837916;0;0;R;R;10034;14132;14420;18025;20424
ARR28452727;Dharur;27;27;76.109263;18.818627;0;0;U;M;9276;14962;16386;18338;20417
ARR28461918;PanchGansingber;19;18;88.2401;22.225;0;0;R;R;8931;13289;13574;16309;20412
ARR28472916;Varamballi;29;16;74.7406;13.4432;0;0;U;CT;9996;14399;16363;18103;20408
ARR28481815;Wadange;18;15;95.328255;27.285888;0;0;R;R;5972;9646;10834;17947;20405
ARR2849963;BeltharaRoad;9;63;83.847389;26.119016;0;0;U;TP;10825;14243;16966;17234;20404
ARR2712101;PipraPakri;10;1;84.620669;26.788567;0;0;R;R;6632;11068;12296;17249;20402
ARR28502922;Pandavapura;29;22;76.6755;12.5004;0;0;U;TP;11048;14164;15998;18310;20399
ARR28511918;Ahiwara;19;18;88.423451;21.973164;0;0;U;TP;8483;15710;18702;18719;20384
ARR2852821;Sarwar;8;21;75.011773;26.063056;0;0;U;M;9303;11208;12316;16202;20372
ARR28533214;Panavoor;32;14;76.98586825;8.662883837;0;0;R;R;9062;15624;18128;20021;20348
ARR28542916;Kotathattu;29;16;74.706111;13.522294;0;0;R;R;8922;15462;17340;18615;20328
ARR2718182;Chapar;18;2;90.469859;26.269713;0;0;U;M;5519;12834;16246;18558;20322
ARR2856902;Shernagar;9;2;77.742335;29.444926;0;0;R;R;4877;9525;11498;15147;20314
ARR2857513;BhagtanpurAbidpurUrfIbrahim;5;13;78.068089;29.899174;0;0;R;R;6986;10585;11142;15177;20306
ARR28582823;Chandragiri;28;23;79.317614;13.590991;0;0;R;R;7798;11468;15219;17014;20299
ARR2859902;Purbaliyan;9;2;77.6659;29.3573;0;0;R;R;6163;9941;13550;16850;20297
ARR28622715;Himayatnagar;27;15;77.875328;19.427147;0;0;R;R;5257;9735;13353;16483;20285
ARR28631902;BholarDabri;19;2;89.5573;26.5226;0;0;U;CT;4638;11894;13487;16858;20283
ARR28642809;Parkal;28;9;79.70343;18.201973;0;0;R;R;9515;16405;18642;21061;20257
ARR2727104;MadhubanBasaha;10;4;85.612148;26.561764;0;0;R;R;7514;12120;13144;16238;20253
ARR28652403;Harij;24;3;71.9114;23.6914;0;0;U;M;13071;16137;16636;18472;20253
ARR28662813;Chodavaram;28;13;82.9387;17.8278;0;0;U;CT;10529;16983;17877;19977;20251
ARR28672411;Madhavpur;24;11;70.042361;21.310222;0;0;R;R;6955;12879;14153;17827;20241
ARR28681911;Zafarpur;19;11;88.782612;22.657182;0;0;R;R;6942;11739;13009;16790;20241
ARR28692720;Palashe;27;20;73.874166;19.924904;0;0;R;R;4998;7614;12666;17968;20219
ARR28703325;Timmarasanayakkanur;33;25;77.6749;9.99611;0;0;R;R;3887;13883;14023;15920;20218
ARR28711015;Kataiya;10;15;84.085193;26.566231;0;0;R;R;6524;15368;18568;24942;20193
ARR2872222;Surajpur;22;2;82.8671;23.2167;0;0;U;TP;7190;12397;13049;16834;20189
ARR28741006;Nirmali;10;6;86.573096;26.307653;0;0;R;R;7801;11306;13783;16141;20189
ARR28753210;Palai;32;5;76.7;9.666667;0;0;U;M;20500;21600;21900;22600;20186
ARR2876901;Hallikhed;9;1;77.616008;30.170849;0;0;U;TP;8621;11973;16268;17162;20163
ARR27381918;Shahpur;19;18;88.75179;22.345137;0;0;U;TP;7376;12091;13287;17187;20154
ARR2739233;Mau;23;3;78.65752865;26.25336626;0;0;U;TP;6518;10185;13746;18367;20147
ARR2877905;Saifni;9;5;78.890536;28.652643;0;0;R;R;5238;9700;10211;15070;20145
ARR2878939;Kulpahar;9;39;79.640389;25.318398;0;0;U;TP;8481;11014;13814;17442;20096
ARR28792726;Nimblak;27;26;74.67332;19.1474;0;0;R;CT;6995;10066;10857;14414;20090
ARR28803328;Nazerath;33;28;77.9706;8.55444;0;0;U;TP;11994;17214;18755;20222;20089
ARR28811915;Jalchak;19;15;87.677;22.2436;0;0;R;R;11511;14667;16079;17890;20086
ARR2882950;NanparaDehati;9;50;81.486491;27.878182;0;0;R;R;4180;7740;9285;12705;20083
ARR28833312;Annur;33;12;77.1055;11.2319;0;0;U;TP;9855;12967;13851;18052;20079
ARR28852801;Singapur;28;1;79.427567;18.872256;0;0;U;CT;13446;20372;21444;23468;20061
ARR2886618;Saraipali;6;18;76.75225;28.351363;0;0;U;TP;7963;13730;13869;17081;20043
ARR28873324;Paravai;33;24;78.061527;9.969239;0;0;U;TP;6659;11099;14355;16248;20042
ARR28882014;Khelari;20;14;85.009045;23.651892;0;0;U;CT;7111;12053;14180;18783;20010
ARR2889964;MograBadshahpur;9;64;82.191711;25.658417;0;0;U;M;8582;14700;17000;19791;20004
ARR2890902;Pamur;9;2;77.468593;29.414484;0;0;U;CT;9417;13079;13624;15245;20000
ARR2891965;Bahadurganj;9;65;83.64870615;25.87718107;0;0;U;TP;9620;11732;12660;16215;19992
ARR28923309;Vennanthur;33;9;78.091003;11.514975;0;0;U;TP;11370;16111;16634;18682;19988
ARR28932113;Sayadpur;21;13;86.3968;20.7308;0;0;U;CT;9462;12477;13137;18964;19981
ARR28942207;Takhatpur;22;7;81.8684;22.1315;0;0;U;TP;9385;14438;14733;17005;19968
ARR28952924;Sulya;29;24;75.3898;12.5578;0;0;U;TP;6934;14150;16079;18028;19958
ARR28961010;Barari;10;10;87.374897;25.503403;0;0;R;R;2882;5305;6803;17350;19948
ARR2897807;Bhusawar;8;7;77.0535;27.037;0;0;U;M;8184;11060;14524;17723;19946
ARR28983329;Perungudi;33;29;77.581646;8.276703;0;0;R;R;2477;3538;3846;17863;19940
ARR29002212;Umbraj;22;12;82.3835;21.0488;0;0;U;TP;3129;6238;7136;16747;19935
ARR2762106;Birpur;10;6;87.00977521;26.51573489;0;0;U;R;10109;12796;14742;17982;19932
ARR29012703;PahurPeth;27;3;75.687657;20.704535;0;0;R;R;6561;10833;13227;15886;19924
ARR29022422;Kathor;24;22;72.940759;21.28913;0;0;R;R;6724;11741;12340;17444;19920
ARR29043305;Kambainallur;33;5;78.337037;12.208488;0;0;U;TP;8692;15277;16961;18158;19918
ARR2905907;Phalauda;9;7;77.829188;29.187332;0;0;U;TP;7421;11595;13970;17206;19908
ARR29061404;Moirang;14;4;93.77625;24.50011;0;0;U;M;8838;14980;15443;17178;19893
ARR2907963;Maniyar;9;63;84.1749;25.9839;0;0;U;TP;8712;11934;14743;18787;19890
ARR2908618;Singar;6;18;77.251252;27.868385;0;0;R;R;8119;12118;12756;15007;19885
ARR29101017;Bokajan;10;17;84.563961;25.93361;0;0;R;R;7197;10584;11025;14219;19877
ARR29112101;Karlapalem;21;1;83.586959;21.186206;0;0;R;R;10206;14580;18182;19157;19874
ARR29122004;Sirka;20;4;85.441764;23.646059;0;0;U;CT;5262;15946;17333;20175;19871
ARR2913606;Muragachha;6;6;76.718202;29.506179;0;0;R;R;7011;13142;14355;17159;19867
ARR29141806;TukuraPara;18;6;91.2357;26.0867;0;0;R;R;6796;12652;13137;16671;19860
ARR2915907;Parikshitgarh;9;7;77.928595;28.977746;0;0;U;TP;7927;12583;13677;17369;19830
ARR29163306;Chetpet;33;6;79.348401;12.464758;0;0;U;TP;8243;12303;15473;17841;19827
ARR29171903;Bhanukumari;19;3;89.778202;26.352025;0;0;R;R;4322;6280;13069;17347;19820
ARR29181907;DakshinHanumantaNagar;19;7;88.355846;24.358507;0;0;R;TP;8320;13639;14357;16233;19813
ARR29192725;Kalamb;27;25;74.7722;18.0261;0;0;R;R;7440;12259;15316;20390;19806
ARR29201901;Bhimram;19;1;88.198366;26.669948;0;0;U;CT;4097;5458;5833;16390;19805
ARR29211911;MatbariAbad;19;11;88.758139;22.491538;0;0;R;R;12339;18020;18919;18463;19785
ARR29222306;Kolaras;23;6;77.611265;25.219356;0;0;U;TP;4395;9157;12200;15682;19781
ARR2784277;Chandur;27;7;77.977649;20.816537;0;1;U;M;9124;11697;14203;17719;19776
ARR2923907;Daurala;9;7;77.702968;29.113692;0;0;U;TP;7254;10841;11746;12979;19776
ARR29242806;Ghatkesar;28;6;78.6824;17.4506;0;0;U;CT;5058;11240;12645;18278;19763
ARR29253330;Kunnathoor;33;30;77.20181;8.278074;0;0;U;CT;5762;10289;11307;13121;19758
ARR29263309;Senthamangalam;33;9;78.236141;11.282111;0;0;U;TP;6361;12722;12850;18116;19750
ARR292784;Chhapar;8;4;74.43887368;27.81799157;0;0;U;M;8783;11711;15535;17909;19744
ARR29283328;Udangudi;33;28;78.0263;8.42778;0;0;U;TP;13135;17993;19915;19390;19738
ARR29292822;Kanekal;28;22;77.078576;14.804931;0;0;R;R;8800;14666;15481;17869;19731
